-9.337170000000000414e+00 -1.479759999999999964e+00
-4.462810000000000166e+00 -1.576140000000000041e-01
-5.482809999999999739e+00 -1.338230000000000031e+00
-9.828049999999999287e+00 -3.359420000000000184e-01
-3.984640000000000182e+00 7.567350000000000465e-01
-9.997830000000000439e+00 8.060950000000000060e-01
-1.033089999999999975e+01 5.288239999999999608e-01
-5.588729999999999976e+00 -5.797489999999999588e-01
-1.163380000000000081e+01 -1.237360000000000015e+00
-5.150339999999999918e+00 6.914109999999999978e-01
-5.965950000000000308e+00 7.464800000000000324e-01
-6.998789999999999623e+00 6.748030000000000417e-01
-1.208089999999999975e+01 -1.926160000000000094e-01
-3.701540000000000052e+00 8.299490000000000478e-01
-8.399829999999999686e+00 4.609849999999999781e-01
-8.039699999999999847e+00 1.114309999999999912e+00
-2.274420000000000108e+00 7.473680000000000323e-01
-1.147429999999999950e+01 -1.349890000000000034e+00
-1.189020000000000010e+01 -1.257179999999999964e+00
-3.723250000000000171e+00 -1.561560000000000059e+00
-1.017559999999999931e+01 1.576189999999999980e+00
-6.032029999999999781e+00 -1.184199999999999975e-01
-2.850190000000000001e+00 -1.391100000000000003e+00
-5.569300000000000361e-01 -7.694739999999999913e-01
-7.853740000000000165e+00 -6.777710000000000123e-01
-7.560679999999999623e+00 -1.014529999999999932e+00
-8.027010000000000645e+00 -2.724310000000000009e+00
-4.952689999999999593e+00 -9.059430000000000538e-01
-1.553040000000000020e+01 -8.926749999999999963e-01
-4.092050000000000409e+00 -9.679170000000000273e-01
-5.171129999999999782e+00 3.260120000000000240e-01
-9.620240000000000791e+00 7.515239999999999421e-02
-7.404190000000000493e-01 -1.863620000000000054e+00
-8.479260000000000019e+00 -2.218620000000000037e+00
-6.379909999999999748e+00 -1.047609999999999930e+00
-1.279620000000000068e+01 -1.012930000000000108e+00
-7.486290000000000333e+00 -1.677659999999999985e-01
-5.581699999999999662e+00 -4.889160000000000172e-01
-8.320769999999999555e+00 -1.947699999999999987e-01
-3.664540000000000131e+00 -1.615210000000000035e+00
-1.088739999999999952e+01 6.496699999999999697e-01
-5.271849999999999703e+00 -2.311869999999999870e+00
-7.212480000000000224e+00 -7.329539999999999944e-01
-5.132360000000000255e+00 -7.856340000000000545e-01
-6.185069999999999624e+00 -6.276639999999999997e-01
-7.758740000000000414e+00 2.419570000000000054e-01
-4.685450000000000337e+00 6.298690000000000122e-01
-1.035270000000000046e+01 -2.111390000000000100e+00
-4.564720000000000333e+00 -1.072740000000000027e+00
-8.509420000000000428e+00 1.892470000000000097e+00
-6.791579999999999728e+00 -1.607679999999999942e-01
-7.228320000000000078e+00 -7.210550000000000292e-02
-6.150830000000000020e+00 -1.186430000000000096e+00
-8.017469999999999430e+00 -9.771480000000000166e-01
-3.984160000000000146e+00 -1.056689999999999907e+00
-8.569950000000000401e+00 -1.897079999999999878e-01
-9.021979999999999222e+00 4.136630000000000029e-01
-5.447460000000000413e+00 -1.473039999999999905e+00
-5.039130000000000109e+00 -6.526239999999999819e-01
-8.553709999999999924e-01 -9.760720000000000507e-01
-5.752979999999999983e+00 -9.222599999999999687e-01
-7.133829999999999671e+00 1.213069999999999982e-01
-6.728240000000000443e+00 -6.287390000000000478e-01
-6.573100000000000165e+00 -9.676470000000000349e-01
-6.402529999999999610e+00 5.795420000000000016e-01
-8.777269999999999683e+00 -1.989009999999999945e-01
-7.827659999999999840e+00 -5.312639999999999724e-02
-5.575109999999999566e+00 -1.270650000000000057e+00
-1.059149999999999991e+01 5.319970000000000532e-01
-7.534209999999999852e+00 1.465969999999999995e+00
-7.577880000000000393e+00 -3.503979999999999873e-01
-3.644979999999999887e+00 -1.019360000000000044e+00
-6.143159999999999954e+00 -1.220869999999999900e+00
-7.137999999999999901e+00 3.194000000000000172e-01
-9.079480000000000217e+00 -5.267669999999999852e-01
-6.245000000000000107e+00 7.994639999999999525e-01
-9.943960000000000576e+00 -3.054950000000000165e-01
-8.829420000000000712e+00 -1.394610000000000016e-01
-6.998260000000000147e+00 -2.313740000000000130e+00
-5.155999999999999694e+00 -7.592050000000000187e-01
-9.342790000000000816e+00 -9.049549999999999539e-01
-4.948730000000000295e+00 -8.124879999999999880e-01
-4.889100000000000001e+00 -1.130649999999999933e+00
-6.713429999999999787e+00 3.778159999999999852e-01
-5.372749999999999915e+00 -1.940229999999999899e+00
-7.881859999999999644e+00 -1.633819999999999995e-01
-8.666560000000000485e+00 -1.599699999999999900e+00
-4.794959999999999667e+00 2.436970000000000081e+00
-9.762879999999999114e+00 7.652470000000000105e-01
-1.275810000000000111e+00 -1.194039999999999990e+00
-3.276079999999999881e+00 -1.448660000000000059e+00
